id,crawling_date,job_title,salary,deadline,views,region,description,requirements,benefits,posted_date,level,profession,skills,field,resume_language,min_yoe,nationality,min_edu_level,gender,desired_age,marital_status,num_of_recruits,working_day,working_hours,location,keywords
37,20240923,Sales Supervisor - Hà Nội,Thương lượng,Hết hạn trong 24 ngày,547 lượt xem,Hà Nội,"A. Vai Trò Trách Nhiệm Chung:
1. Hoạch định chiến lược kinh doanh hằng ngày và thực hiện kế hoạch đó theo các chính sách, quy trình của công ty nhằm đạt được:
• Doanh số mua vào (Primary Sales), doanh số bán ra (Secondary Sales)
• Số lượng cửa hàng cần bao phủ
• Mức độ bao phủ của từng sản phẩm tại cửa hàng
• Việc trưng bày, khuyến mãi hàng hóa tại ngoài thị trường
2. Trực tiếp tham gia việc tuyển dụng, đào tạo (on-boarding), huấn luyện và quản lý thành tích của đội ngũ nhân viên.
B. Các công việc chính:
1. Xây dựng, phân chia tuyến bán hàng (beatplan), vẽ sơ đồ tuyến bán hàng (beatmap) theo quy định của công ty.
2. Tiến hành khảo sát và cập nhật danh sách khách hàng vào hệ thống quản lý NPP (DMS/ TME) ngay khi có thay đổi để đảm bảo tính chính xác của dữ liệu.
3. Xây dựng và phát triển mối quan hệ khách hàng tại thị trường được phân công: kênh GT, Key Account, Horeca, …
4. Thực thi tất cả các chương trình khuyến mãi và chương trình trưng bày theo đúng quy định của công ty nhằm đạt những mục tiêu đề ra.
5. Nắm bắt tình hình của các sản phẩm cùng ngành hàng và cập nhật với Quản lý trực tiếp để có những kế hoạch kịp thời.
6. Đảm bảo việc kinh doanh theo đúng quy chuẩn và đảm bảo các chính sách, quy chế của Công ty được áp dụng đúng đủ.
7. Làm việc với đội nhóm và Quản lý để lên đơn hàng phù hợp với tình hình kinh doanh và chiến lược công ty nhằm đạt chỉ tiêu bán hàng hàng tháng.
8. Lên lịch đi thị trường hàng tuần và thực hiện việc đi thị trường theo lịch để giám sát, quản lý thị trường, khách hàng và huấn luyện nhân viên.
9. Tham gia tuyển dụng, đào tạo, huấn luyện và quản lý thành tích nhân viên.
10. Làm việc với Quản lý, đội nhóm đề giải quyết các vấn đề than phiền, khiếu nại của khách hàng trong phạm vi quyền hạn cho phép.",,"[{'Chăm sóc sức khoẻ': 'Insurance and Paid-leaves as required by Labor Law.'}, {'Khác': 'Professional, dynamic working environment'}]",17/09/2024,Nhân viên,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,"Giám Sát Bán Hàng, Tiếng Anh, Quan Hệ Khách Hàng, Phát Triển Kinh Doanh, Quản Lý Bán Hàng",Hàng tiêu dùng,Bất kỳ,1,Không hiển thị,Cử nhân,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Hà Nội, Việt Nam","['Kinh Doanh', 'Bán Hàng/Phát Triển Kinh Doanh', 'Hàng tiêu dùng', 'Giám Sát Bán Hàng', 'Tiếng Anh', 'Quan Hệ Khách Hàng', 'Phát Triển Kinh Doanh', 'Quản Lý Bán Hàng', 'Chi Nhánh Phân Phối Miền Bắc – Công Ty TNHH Đầu Tư & Thương Mại Thiên Hải', 'Hà Nội']"
38,20240923,Manufacturing Engineer,Thương lượng,Hết hạn trong 9 ngày,1875 lượt xem,"Bình Dương, Hồ Chí Minh","SUMMARY:

As the Manufacturing Engineer you will be responsible for leading development of our alloy and/or Composite bicycle products from design review to production. You will be responsible for working directly with Design engineers and the suppliers base to ensure project goals are met and delivered on time.



ESSENTIAL DUTIES AND RESPONSIBILITIES:

1) Manufacturing Engineering for assigned Projects

a. Ensure products are correctly designed, drawn, documented, tooled, lab tested & field tested for production according to Specialized’s requirements.
i. Review 3D/2D with manufacturers to identify potential manufacturing issues. Document design requested changes for manufacturability with deliverable of concise document showing issues and proposed changes to design engineers.
ii. Review and document manufacturing process.
iii. Work with supplier to reduce manufacturing steps, increase manufacturing accuracy and repeatability.
iv. Develop check fixtures to ensure product meets GD&T drawing package.
v. Work with supplier to develop fixtures and validate them
vi. Document meeting notes and agreements made with suppliers to ensure all issues are captured.
vii. Work with internal and external test labs to review test results of frames, analyzing failure modes and identifying ways to improve results. Document analysis and prepare reports for design engineering team.
viii. Track all tooling development to ensure tooling schedules are maintained and repairs and maintenance are performed thoroughly and efficiently.",,[{'Nghỉ phép có lương': '12 days up paid annual leave'}],02/09/2024,Nhân viên,Sản Xuất > Quy Trình & Lắp Ráp,English,Sản xuất,Tiếng Anh,2,Không hiển thị,Cử nhân,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Binh Duong, Vietnam","['Sản Xuất', 'Quy Trình & Lắp Ráp', 'Sản xuất', 'English', 'Specialized Bicycle Components Vietnam Company Limited', 'Bình Dương', 'Hồ Chí Minh']"
39,20240923,Biên Phiên Dịch Tiếng Nhật (IT Communicator),Thương lượng,Hết hạn trong 10 ngày,552 lượt xem,Hà Nội,"Role and Responsibilities
• Communicate directly/meeting online with Japanese customers to determine their requirements of the project and then pass them to development team in Vietnam
• Ensure effective understanding and transmission about projects' matters/ Q&A,... to the team;
• Provide translation services for project documents, requirements, and client communication between Vietnamese/English and Japanese languages;
• Work with Managers/Leaders to resolve related issues (technical issues, change requests, operational issues, investigation requests, customer requests)
• Undertake other tasks assigned by Manager.","* Qualifications and Education Requirements
• At least 2 years of experience as IT Communicator;
• Proficient in Japanese, particularly in Speaking and Listening
• N2 Japanese or higher
• Comprehensive in English reading & writing
• Able to work independently or in a team; Having high sense of responsibility.
• Candidates who worked/ studied in Japan or had experience working with Japanese clients IS A BIG PLUS.
• Candidates have experience in leading team is an advantage
• The age for this position: 26 - 37

* Benefit & Perks","[{'Thưởng': 'Attractive Salary'}, {'Chăm sóc sức khoẻ': 'Many opportunities to work or study in Japan'}, {'Cơ hội du lịch': 'Work in well - equipped and professional IT environment and IT community'}]",29/08/2024,Nhân viên,Hành Chính Văn Phòng > Biên Phiên Dịch,"Japanese N2, IT Communications, English, Translation",Phần Mềm CNTT/Dịch vụ Phần mềm,Bất kỳ,2,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"VIT Tower, 519 Kim Mã, Ba Đình, Hà Nội","['Hành Chính Văn Phòng', 'Biên Phiên Dịch', 'Phần Mềm CNTT/Dịch vụ Phần mềm', 'Japanese N2', 'IT Communications', 'English', 'Translation', 'Toshiba Software Development (Vietnam) Co., Ltd', 'Hà Nội']"
40,20240923,Kỹ Sư Thiết Kế Máy (Từ 1 Năm KN),$ 600-800 /tháng,Hết hạn trong 12 ngày,629 lượt xem,Hà Nội,"- Nghiên cứu, thiết kế giải pháp máy tự động, dây chuyền sản xuất tự động kết hợp các máy chấn, đột, dập….
- Hỗ trợ kinh doanh giải quyết các yêu cầu của Khách hàng về mặt kỹ thuật thiết bị và giải pháp.
- Thiết kế 3D, bóc tách bản vẽ 2D, lập danh mục vật tư tiêu chuẩn chế tạo các máy tự động công nghiệp.
- Tính toán, phân tích, mô phỏng tính khả thi của ý tưởng, thuyết trình ý tưởng của dự án.
- Đặt hàng, hỗ trợ lắp ráp, tham gia nghiệm thu máy, hướng dẫn đào tạo vận hành, hoàn thiện hồ sơ thiết kế.
- Quản lý dự án và triển khai dự án.
- Thực hiện các công việc khác theo sự phân công của trưởng phòng.","*** Yêu cầu:
- Nam, Tuổi từ 23 - 35 tuổi.
- Tốt nghiệp đại học chuyên ngành Cơ khí chế tạo máy, cơ điện tử.
- Có ít nhất từ 1 năm kinh nghiệm tại vị trí tương đương
- Sử dụng tốt phần mềm thiết kế 3D: Solidwork hoặc Inventor.
- Có chuyên môn Thiết kế máy tự động, Máy chế tạo kết cấu thép, Quản lý dự án lĩnh vực ôtô
- Am hiểu về Robot hàn và ngành hàn là một lợi thế.
- Có khả năng giao tiếp, đàm phán, ra quyết định.
- Đọc hiểu tiếng anh chuyên ngành, Tin học thành thạo, Project, Power point, Excel.
- Ưu tiên ĐH Bách khoa Hà Nội, Các trường ĐH kỹ thuật tương tự.","[{'Thưởng': 'Lương cơ bản từ 15 đến 20 triệu kèm thưởng dự án, thưởng hiệu quả, phụ trách công trình.'}, {'Máy tính xách tay': 'Cung cấp máy tính, laptop phục vụ công việc'}, {'Cơ hội du lịch': 'Team building, Du lịch tối thiểu 2 lần/năm'}]",05/09/2024,Nhân viên,Thiết Kế > Thiết Kế Công Nghiệp/Kỹ Thuật,"Thiết Kế Giải Pháp, Thiết Kế 3D, Bóc Tách Bản Vẽ 2D, Cơ Khí Chế Tạo Máy, Thiết Kế Máy Tự Động",Cơ khí/Máy móc/Thiết bị công nghiệp,Bất kỳ,2,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"285 Phúc Lợi, Long Biên, Hà Nội","['Thiết Kế', 'Thiết Kế Công Nghiệp/Kỹ Thuật', 'Cơ khí/Máy móc/Thiết bị công nghiệp', 'Thiết Kế Giải Pháp', 'Thiết Kế 3D', 'Bóc Tách Bản Vẽ 2D', 'Cơ Khí Chế Tạo Máy', 'Thiết Kế Máy Tự Động', 'Công Ty Cổ Phần Thiết Bị Và Giải Pháp Cơ Khí Automech', 'Hà Nội']"
41,20240923,"[Hà Nội, Phú Thọ, HCM, Bắc Ninh] Giám Sát Bán Hàng",Thương lượng,Hết hạn trong 16 ngày,412 lượt xem,"Phú Thọ, Hà Nội, Hồ Chí Minh","Mục đích công việc
• Thực thi các kế hoạch kinh doanh tại địa bàn phụ trách theo cách thức bền vững và hiệu quả
• Xây dựng mối quan hệ và làm việc sâu sát với Nhà phân phối nhằm đảm bảo mục tiêu kinh doanh
• Giám sát, tạo động lực cho đội ngũ bán hàng từ đó đạt các mục tiêu kinh doanh trên tinh thần tuân thủ các quy định của Công ty
Mô tả công việc
1. Quản lý địa bàn, tuyến bán
• Nắm rõ thông tin hành chính trên địa bàn theo tiêu chuẩn TDOM: dân số, diện tích, đơn vị hành chính, tiềm năng thị trường, vùng trắng, PCC (percapita consumption),…
• Lập kế hoạch kinh doanh hàng tháng/ hàng quý của NPP phụ trách và giám sát, thúc đẩy, hỗ trợ nhân viên bán hàng (NVBH) đạt chỉ tiêu về doanh số, bao phủ, hình ảnh theo ngày, tuần và tháng thông qua thực hiện quy trình bán hàng (BCP) và quy trình trưng bày Cửa hàng Hoàn Hảo (PS) tại cửa hàng
• Xây dựng và điều chỉnh kế hoạch bao phủ (MCP) cho NVBH theo hướng dẫn từ RTM nhằm đạt hiệu suất tối đa. Quản lý và cập nhật danh sách khách hàng (DSKH) theo quy trình xét duyệt từ hệ thống DMS
• Giám sát hoạt động bao phủ (cửa hàng, SKU) tại khu vực phụ trách
• Chú trọng xây dựng và duy trì mối quan hệ với các khách hàng trọng điểm (khách hàng sỉ, khách hàng PS) nhằm thúc đẩy kết quả kinh doanh vượt bậc tại các khách hàng này
• Hướng dẫn NVBH hoặc trực tiếp giải quyết những thắc mắc và phản hồi của khách hàng kịp thời
• Triển khai, giám sát việc thực hiện các chính sách giá cả, chương trình bán hàng, chương trình PS, quản lý và lắp đặt vật dụng hỗ trợ bán hàng (POSM) theo quy định của Công ty
• Thu thập thông tin và thực hiện báo cáo theo định kỳ về: kết quả kinh doanh, thị trường, đối thủ, nhà phân phối, quản lý NVBH
2. Quản lý Nhà Phân Phối (NPP)",,"[{'Thưởng': 'Company Bonus'}, {'Đào tạo': 'Training Courses'}, {'Khác': 'Premium healthcare insurance for yourself and family'}]",09/09/2024,Nhân viên,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,"Kỹ năng bán hàng, Kỹ năng quản lý",Hàng tiêu dùng,Bất kỳ,1,Không giới hạn,Cử nhân,Bất kỳ,15-60,Bất kỳ,1,,09:00 - 18:00,"Phú Thọ, Vietnam","['Kinh Doanh', 'Bán Hàng/Phát Triển Kinh Doanh', 'Hàng tiêu dùng', 'Kỹ năng bán hàng', 'Kỹ năng quản lý', 'FrieslandCampina Vietnam', 'Phú Thọ', 'Hà Nội', 'Hồ Chí Minh']"
42,20240923,[Tuyển Gấp] Tổ Trưởng Sản Xuất,Thương lượng,Hết hạn trong 11 ngày,432 lượt xem,"Hưng Yên, Hà Nội, Hải Dương","- Quản lý kế hoạch sản xuất hàng ngày
- Quản lý máy móc, thiết bị, con người trong ca sản xuất
- Thực hiện các hoạt động chất lượng, cải tiến theo phương châm phòng
- Thực hiện các công việc khác được chỉ thị từ cấp trên","- Tốt nghiệp trung cấp/ cao đẳng điện, điện tử, tự động hóa, cơ điện tử, sửa chữa và bảo trì, cơ khí chế tạo
- Ưu tiên ứng viên có từ 1 năm kinh nghiệm tương đương/vị trí/lĩnh vực liên quan.
- Biết sử dụng máy tính (Window, OFFice,) cách làm báo cáo
- Ưu tiên ứng viên hiểu biết về bản mạch
- Có thể đi làm được 3 ca

** QUYỀN LỢI
- Lương thỏa thuận
- Được tham gia BHXH, BHYT, BHTN đầy đủ theo quy định của Luật lao động.
- Chính sách lương thưởng, đánh giá tăng lương, thăng chức hàng năm
- Môi trường làm việc năng động giúp phát huy tối đa giá trị của bản thân
- Được đào tạo chuyên môn nghiệp vụ, kỹ năng mềm, tác phong, văn hóa công ty
- Trang thiết bị máy móc hiện đại, liên tục cập nhật công nghệ mới
- Đội ngũ quản lý chuyên nghiệp, trách nhiệm, luôn đồng hành cùng CNV","[{'Chăm sóc sức khoẻ': 'Được tham gia BHXH, BHYT, BHTN đầy đủ theo quy định của Luật lao động'}, {'Nghỉ phép có lương': 'Chính sách lương thưởng, đánh giá tăng lương, thăng chức hàng năm'}, {'Hoạt động nhóm': 'Được làm việc trong môi trường thân thiện, năng động, có cơ hội thăng tiến'}]",30/08/2024,Nhân viên,Sản Xuất > Hoạch Định & Quản Lý Sản Xuất,"Theo Dõi Sản Xuất, Tự Động Hóa, Cơ Điện Tử, Quản Lý Sản Xuất, Quản Lý Máy Móc",Sản xuất,Bất kỳ,1,Không hiển thị,Trung cấp,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Khu công nghiệp Thăng Long II, Xã Liêu Xá, Huyện Yên Mỹ, tỉnh Hưng Yên, Việt Nam","['Sản Xuất', 'Hoạch Định & Quản Lý Sản Xuất', 'Sản xuất', 'Theo Dõi Sản Xuất', 'Tự Động Hóa', 'Cơ Điện Tử', 'Quản Lý Sản Xuất', 'Quản Lý Máy Móc', 'Shindengen Vietnam Co., Ltd', 'Hưng Yên', 'Hà Nội', 'Hải Dương']"
43,20240923,Java & Azure Developer Intern,Thương lượng,Hết hạn trong 17 ngày,1877 lượt xem,Hồ Chí Minh,"Benefit
• Competitive salary, health insurance covered for employee & dependents
• Working on international projects. Professional and dynamic working environment
• Achieving valuable experience with variety projects, new technologies and hundreds of talents
• Receiving training opportunities including many technical seminars and soft skill training courses
• Good opportunity for promotion through regular performance review system.
• Good opportunity for landing program through Worldwide.

Job Description
About the Role/position
In this role, you will be trained in the Azure cloud and Java to develop microservices and become a junior Azure and Java developer on a team. You will work within project teams on Azure development and Java frameworks and in close collaboration with our cross-functional teams and international clients.

You need to have a forward-thinking mindset, the ability and the confidence to take on challenges.

Responsibilities:
• Successful the training course as schedule and will be responsible for developing software applications and building microservices using Azure (SQL, Function, Logic Apps, Repo, API Management, ARM Templates, Integration Services, Storage, Containers, Liquid Maps, Event Hub, etc) and Java technologies (Java, Spring Boot, Hibernate/JPA , etc)
• Read and understand technical documents design
• Implement the application in compliance with established software quality standards of the company and perform unit testing.
• Suggest technical solution for bug.
• Providing estimated development times.
• Develop integration solutions with other systems including Synchronization, Asynchronization, Concurrency patterns in Java and Azure with common integration patterns such as REST/SOAP, Messaging, Streaming, Event-Driven Architecture.
• Managing application configuration and performing minor/major software upgrades.
• Establish and execute traceable unit and integration tests (automated as to be agreed).
• Understand and apply industry practices, architectural standards and department policies and procedures relating to work assignments.","Must have Technical Requirements / Qualifications
• Final year students/new graduates in College/ University, major in Information.
• Technology/Computer Science or related field.
• Have basic knowledge of Java/J2EE or C++.
• Good willingness to learn new technologies required for work.
• Good written and verbal skills in English or/and French.
• Nice to have knowledge in insurance, banking and Agile methodology.","[{'Thưởng': 'Competitive salary, health insurance covered for employee and dependents'}, {'Đào tạo': 'Receiving training opportunities including many technical seminars and soft skill training courses'}, {'Khác': 'Good opportunity for promotion through regular performance review system'}]",10/09/2024,Thực tập sinh/Sinh viên,Công Nghệ Thông Tin/Viễn Thông > Phần Mềm Máy Tính,"Java, J2EE, C++, Azure, Synchronization",Phần Mềm CNTT/Dịch vụ Phần mềm,Bất kỳ,Không yêu cầu,Không hiển thị,Cao đẳng,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh","['Công Nghệ Thông Tin/Viễn Thông', 'Phần Mềm Máy Tính', 'Phần Mềm CNTT/Dịch vụ Phần mềm', 'Java', 'J2EE', 'C++', 'Azure', 'Synchronization', 'Capgemini Vietnam', 'Hồ Chí Minh']"
44,20240923,Nutrition Training Supervisor,Thương lượng,Hết hạn trong 24 ngày,181 lượt xem,Hồ Chí Minh,"1. Accountable for Training Operations
- Deliver training to distributors in line with the master plan.
- Address distributors' queries and complaints related to health, nutrition, and products within the assigned categories.
- Monitor the quality of training programs to ensure they are effective and achieve the desired outcomes.
- Consolidate and analyze nationwide training reports for assigned categories to ensure training needs are met and performance is enhanced.
- Coordinate with regional teams, other affiliates, and the Learning Management System team to stay updated on developments related to online training content.

2. Training Plan and Program Development
- Conduct Training Needs Analysis (TNA) and develop training plans to enhance distributors’ knowledge of health, nutrition, and product details.
- Collaborate with internal functions (Marketing, Regulatory Affairs, Communication, Regional Sales) to design, develop, and deliver new training programs and supporting materials that meet the needs of distributor groups and align with the overall business training plan.
- Compile handbooks, manuals, guides, and other materials to ensure high-quality resources are used in training programs.

3. Partner Trainers Selection, Management, and Development
- Recruit and select qualified partner trainers.
- Work with the team to propose training plans and conduct ""Train the Trainer"" sessions for partner trainers.
- Monitor and assess the performance of partner trainers.
- Regularly gather feedback and provide motivation to partner trainers.",,"[{'Thưởng': '13th-month Bonus Fixed + Annual Performance Bonus'}, {'Chăm sóc sức khoẻ': 'Premium Healthcare Insurance for Employee & Family member(s)'}, {'Nghỉ phép có lương': '14 Days Annual Paid Leave'}, {'Đào tạo': 'Personal Development and Career Advancement'}]",17/09/2024,Nhân viên,Giáo Dục > Giảng Dạy/Đào Tạo,"Nutrition, Nutrition Training, Huấn Luyện Sức Khoẻ, Human Nutrition, Đào Tạo Huấn Luyện",Dược phẩm,Bất kỳ,5,Không giới hạn,Cử nhân,Bất kỳ,Không hiển thị,Bất kỳ,1,T2 - T6,9:00 - 18:00,"410B,C,D Nguyễn Thị Minh Khai, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","['Giáo Dục', 'Giảng Dạy/Đào Tạo', 'Dược phẩm', 'Nutrition', 'Nutrition Training', 'Huấn Luyện Sức Khoẻ', 'Human Nutrition', 'Đào Tạo Huấn Luyện', 'Amway Vietnam Co., Ltd.', 'Hồ Chí Minh']"
45,20240923,Training Executive (Outsource),Thương lượng,Hết hạn trong 18 ngày,3951 lượt xem,Hồ Chí Minh,"The HR & GA department is responsible for support Employees & Management team; play role of talent keeping, training & transferring company values to staffs & clients, create & maintain the great working place based on the policy & orientation of company.

ESSENTIAL DUTIES/ RESPONSIBILITIES:
- Analyzing the training request & implementation the training program for whole company
- Compose & update training material for training
- Plan & manage training budget yearly ensure the efficient of training program
- Evaluate the training result from parts and give proposal to improve training program
- Follow and evaluate the employee’s performance after training course
- Directly training the orientation, compliance, EHS rules, company regulation to new comers as well as working procedure, soft skills to all employees.","EDUCATION / QUALIFICATION:
- University/College graduated in related training of EHS, Construction, Firefighting

EXPERIENCE:
- Min. 2 years of experience of relevant experience","[{'Nghỉ phép có lương': '12 days full pay a year, Lunch allowances'}, {'Phiếu giảm giá': 'Birthday gift, Quarterly Party/voucher, Team Building, YEP'}]",11/09/2024,Nhân viên,Kiến Trúc/Xây Dựng > An Toàn Lao Động,"Training, Employee Development, Training Strategy, Administration, Training Material",Vận tải,Tiếng Anh,2,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"6th Floor, Sacom Chip Sang Building, D1 road, Sai Gon Hi-Tech park, Tan Phu Ward, Thu Duc City, HCM City, Viet Nam","['Kiến Trúc/Xây Dựng', 'An Toàn Lao Động', 'Vận tải', 'Training', 'Employee Development', 'Training Strategy', 'Administration', 'Training Material', 'Samsung SDS', 'Hồ Chí Minh']"
46,20240923,Nhân Viên Kỹ Thuật Thiết Kế,$ 450-700 /tháng,Hết hạn trong 18 ngày,751 lượt xem,Hà Nội,"- Làm các tài liệu liên quan đến việc sản xuất hàng mới (Name plate, Outline drawing, standard document,…).
- Thiết kế chi tiết mới (theo yêu cầu khách hàng) và các bản vẽ liên quan
- Nhận yêu cầu đặt hàng của khách hàng và làm list linh kiện (BOM) trên phần mềm
- Thực hiện các dự án của bộ phận, hỗ trợ các bộ phận khi phát sinh vấn đề liên quan đến hàng mới.
- Các công việc khác theo sự phân công của Quản lý.","- Tốt nghiệp Đại học các trường kỹ thuật chuyên ngành Cơ khí, Cơ điện tử hoặc chuyên ngành có liên quan.
- Tối thiểu 02 năm kinh nghiệm làm việc vị trí Thiết kế hoặc Kỹ thuật sản xuất, Quản lý chất lượng v.v
- Có thể sử dụng phần mềm thiết kế 2D, 3D như Autocad, Inventor,…
- Nhanh nhẹn, ham học hỏi; có nguyện vọng gắn bó lâu dài với công ty
- Tiếng Anh /Tiếng Nhật giao tiếp

QUYỀN LỢI:
- Được làm việc trong môi trường chuyên nghiệp của công ty Nhật Bản cùng các chuyên gia giàu kinh nghiệm trong và ngoài nước.
- Có cơ hội giao lưu học hỏi từ công ty mẹ ở Nhật Bản và các công ty thành viên trong tập đoàn tại các nước Thái Lan, Singapore, Mỹ, Ý, Pháp, Đức, Hàn Quốc, …
- Tham gia miễn phí khóa đào tạo kỹ năng mềm, kỹ năng chuyên môn và ngoại ngữ (Tiếng Anh/tiếng Nhật), miễn phí khám sức khỏe đầu vào, khám sức khỏe định kỳ hàng năm","[{'Giải thưởng': 'Thưởng kế hoạch sản xuất, thưởng lương tháng 13,14,15'}, {'Cơ hội du lịch': 'Du lịch, đào tạo, teambuilding, liên hoan cuối năm'}, {'Căn-tin': 'Xe đưa đón nhân viên đi làm từ nội thành Hà Nội, Mê Linh, Đông Anh, Sóc Sơn'}]",11/09/2024,Nhân viên,Kỹ Thuật > Cơ Khí Tự Động Hoá,"AutoCAD, Cơ Khí, Cơ Điện Tử, Thiết Kế Kỹ Thuật, Kỹ Thuật Sản Xuất",Cơ khí/Máy móc/Thiết bị công nghiệp,Bất kỳ,1,Không hiển thị,Cử nhân,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,I-7 Khu Công Nghiệp Thăng Long- Đông Anh- Hà Nội,"['Kỹ Thuật', 'Cơ Khí Tự Động Hoá', 'Cơ khí/Máy móc/Thiết bị công nghiệp', 'AutoCAD', 'Cơ Khí', 'Cơ Điện Tử', 'Thiết Kế Kỹ Thuật', 'Kỹ Thuật Sản Xuất', 'Công Ty TNHH Sumitomo Heavy Industries (Việt Nam)', 'Hà Nội']"
47,20240923,Nhân Viên Nghiệp Vụ Logistics,$ 430-530 /tháng,Hết hạn trong 23 ngày,558 lượt xem,Hà Nội,"- Thực hiện các công việc liên quan dịch vụ cho thuê kho, xuất/ nhập hàng hóa;
- Theo dõi các đơn hàng dự kiến nhập kho, các lô hàng dự kiến xuất kho để làm hàng kịp thời, đúng tiến độ.
- Thường xuyên kết nối với khách hàng cập nhật các thông tin về xuất nhập tồn, thông tin về nhập hàng, giao hàng, tình trạng lô hàng, công nợ (debit), giao nhận chứng từ, hồ sơ gốc (hóa đơn, tờ khai …), bảo mật thông tin khách hàng,
- Giải quyết các vướng mắc, phát sinh trong quá trình làm thủ tục xuất, nhập, giao nhận hàng hóa.
- Kết hợp với bộ phận liên quan để giải quyết các khiếu nại của khách hàng liên quan đến lô hàng đang xử lý, giải quyết sự cố (nếu có) như: hàng bị hư hại, hàng thất lạc v.v…
- Làm các báo cáo liên quan đến công việc thực hiện;
- Làm các công việc khác theo yêu cầu của công ty;","- Tốt nghiệp Đại học, chuyên ngành Kinh tế hoặc các ngành liên quan đến lĩnh vực Logistics, Xuất nhập khẩu (bắt buộc);
- Tiếng Anh tốt (bắt buộc);
- Có kinh nghiệm làm việc trong lĩnh vực xuất nhập khẩu, logistics, forwarder…;
- Có kiến thức chung về vận tải quốc tế, logistics;
- Sức khỏe tốt, nhanh nhẹn, giao tiếp tốt;

** Quyền lợi:
- Lương 10,000,000 VNĐ – 12,000,000 VNĐ;
- Thưởng theo doanh thu;
- Đóng BHXH trên toàn bộ mức lương ký hợp đồng; Bảo hiểm sức khỏe & tai nạn 24/7;
- Được hưởng đầy đủ mọi chính sách của Luật lao động và các thỏa ước lao động tập thể của Công ty.","[{'Thưởng': 'Lương khởi điểm thỏa thuận tùy theo kinh nghiệm'}, {'Chăm sóc sức khoẻ': 'Được đóng BHXH, BHYT, BHTN trên mức lương ký hợp đồng'}, {'Hoạt động nhóm': 'Làm việc trong môi trường chuyên nghiệp, năng động và thân thiện'}]",16/09/2024,Nhân viên,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi > Xuất Nhập Khẩu & Thủ Tục Hải Quan,"Logistics, Xuất Nhập Khẩu, Tiếng Anh, Freight Forwarder, Vận Tải Quốc Tế",Luật/Dịch vụ pháp lý,Tiếng Anh,1,Không hiển thị,Không giới hạn,Không hiển thị,Không hiển thị,Không hiển thị,Không hiển thị,,,"Hà Nội, Việt Nam","['Hậu Cần/Xuất Nhập Khẩu/Kho Bãi', 'Xuất Nhập Khẩu & Thủ Tục Hải Quan', 'Luật/Dịch vụ pháp lý', 'Logistics', 'Xuất Nhập Khẩu', 'Tiếng Anh', 'Freight Forwarder', 'Vận Tải Quốc Tế', 'Nippon Express Vietnam', 'Hà Nội']"
